N,P,K,pH,Temp(°C),Humidity(%),Moisture(%),Rainfall(cm),Crop,,,,,,,,,,,,,,,
227,78,312,5.3,30,61.6,74,122,Papaya,,,,,,,,,,,,,,,
270,84,357,5,29,64.1,78,156,Papaya,,,,,,,,,,,,,,,
246,87,228,5.3,24,69.5,74,189,Papaya,,,,,,,,,,,,,,,
175,86,268,5.3,28,70.7,72,152,Papaya,,,,,,,,,,,,,,,
212,92,320,5.1,32,62.5,75,148,Papaya,,,,,,,,,,,,,,,
285,92,364,5.4,32,69.5,65,155,Papaya,,,,,,,,,,,,,,,
244,85,225,5,23,70.8,74,194,Papaya,,,,,,,,,,,,,,,
166,88,267,5.4,25,64.5,60,177,Papaya,,,,,,,,,,,,,,,
284.3,82,312,5.2,29,69.3,79,173,Papaya,,,,,,,,,,,,,,,
225,91,360,5,27,65.9,74,198,Papaya,,,,,,,,,,,,,,,
241,84,223,5.1,32,62.3,80,174,Papaya,,,,,,,,,,,,,,,
156,81,264,5,32,68.4,74,122,Papaya,,,,,,,,,,,,,,,
230,78,308,5,31,68.2,69,169,Papaya,,,,,,,,,,,,,,,
215,84,357,5.4,28,70,74,121,Papaya,,,,,,,,,,,,,,,
247,85,227,5.2,29,62.1,75,135,Papaya,,,,,,,,,,,,,,,
162,85,265,5.3,31,65.1,70,181,Papaya,,,,,,,,,,,,,,,
193.9,95,317,5.1,27,69.8,76,154,Papaya,,,,,,,,,,,,,,,
172,93,364,5.4,32,64.6,77,195,Papaya,,,,,,,,,,,,,,,
242,84,225,5.1,30,70.7,71,195,Papaya,,,,,,,,,,,,,,,
162,87,268,5.1,22,64,71,126,Papaya,,,,,,,,,,,,,,,
206,92,314,5.1,28,61.7,74,158,Papaya,,,,,,,,,,,,,,,
248,92,362,5.2,30,66.9,68,149,Papaya,,,,,,,,,,,,,,,
245,85,223,5,31,65,79,178,Papaya,,,,,,,,,,,,,,,
153,83,266,5.4,24,68.8,78,175,Papaya,,,,,,,,,,,,,,,
246.7,78,309,5.4,32,66,77,131,Papaya,,,,,,,,,,,,,,,
197,85,357,5.2,29,65.7,79,183,Papaya,,,,,,,,,,,,,,,
248,86,230,5.4,27,61.4,78,139,Papaya,,,,,,,,,,,,,,,
159,87,268,5,31,70.2,80,197,Papaya,,,,,,,,,,,,,,,
297,91,319,5.1,25,70.7,79,161,Papaya,,,,,,,,,,,,,,,
170,92,366,5.4,28,63,70,128,Papaya,,,,,,,,,,,,,,,
244,85,227,5.2,32,65.3,67,196,Papaya,,,,,,,,,,,,,,,
172,86,269,5.3,25,65.7,62,178,Papaya,,,,,,,,,,,,,,,
205,79,313,5.1,22,67.5,79,136,Papaya,,,,,,,,,,,,,,,
252,84,362,5.3,27,68.8,76,141,Papaya,,,,,,,,,,,,,,,
176,93,364,5.1,22,70.6,64,130,Papaya,,,,,,,,,,,,,,,
172,86,224,5,31,63.6,80,134,Papaya,,,,,,,,,,,,,,,
368,83,267,5.3,27,62.4,63,131,Papaya,,,,,,,,,,,,,,,
222,78,309,5.3,29,69.9,71,158,Papaya,,,,,,,,,,,,,,,
295,83,362,5.2,25,62,72,123,Papaya,,,,,,,,,,,,,,,
151,85,229,5.3,31,66.8,68,129,Papaya,,,,,,,,,,,,,,,
360,88,268,5.2,27,70.2,78,198,Papaya,,,,,,,,,,,,,,,
192,93,319,5,29,66.2,73,159,Papaya,,,,,,,,,,,,,,,
208.4,90,365,5.1,26,68.4,77,189,Papaya,,,,,,,,,,,,,,,
168,87,230,5.2,31,66.2,69,199,Papaya,,,,,,,,,,,,,,,
146,48,29,6.2,29,70,74,53,Peanut,,,,,,,,,,,,,,,
229,49,38,6.1,27,69.6,71,58,Peanut,,,,,,,,,,,,,,,
281,49,47,6.3,28,72.9,56,65,Peanut,,,,,,,,,,,,,,,
176,55,59,6.3,28,66.6,61,54,Peanut,,,,,,,,,,,,,,,
147,48,32,6,30,71.7,59,59,Peanut,,,,,,,,,,,,,,,
230,47,49,6.3,28,72.7,67,54,Peanut,,,,,,,,,,,,,,,
283,46,65,6.3,27,74.5,67,57,Peanut,,,,,,,,,,,,,,,
168,51,84,6,31,71.3,67,70,Peanut,,,,,,,,,,,,,,,
145,46,29,6.2,31,72.9,71,70,Peanut,,,,,,,,,,,,,,,
224,43,38,6.2,30,71.2,59,60,Peanut,,,,,,,,,,,,,,,
273,39,47,6.3,34,72.4,54,54,Peanut,,,,,,,,,,,,,,,
156,41,59,6.2,30,73.6,71,61,Peanut,,,,,,,,,,,,,,,
145,47,30,6.2,31,74.9,69,64,Peanut,,,,,,,,,,,,,,,
226,44,41,6.2,34,70.6,65,51,Peanut,,,,,,,,,,,,,,,
276,41,52,6.2,35,70.2,68,50,Peanut,,,,,,,,,,,,,,,
161,44,66,6.2,25,71.2,59,67,Peanut,,,,,,,,,,,,,,,
144,46,27,6.1,35,73.1,59,53,Peanut,,,,,,,,,,,,,,,
221,41,34,6.3,27,66.3,68,63,Peanut,,,,,,,,,,,,,,,
268,36,40,6.1,32,66.8,69,57,Peanut,,,,,,,,,,,,,,,
159,37,49,6.1,34,68.3,60,54,Peanut,,,,,,,,,,,,,,,
146,48,29,6.1,32,69,56,56,Peanut,,,,,,,,,,,,,,,
229,49,38,6.2,31,66.6,53,50,Peanut,,,,,,,,,,,,,,,
281,49,47,6.4,25,71.6,73,58,Peanut,,,,,,,,,,,,,,,
163,55,59,6.3,27,70.8,68,55,Peanut,,,,,,,,,,,,,,,
148,48,31,6.2,34,69.1,60,57,Peanut,,,,,,,,,,,,,,,
233,48,45,6.1,33,68.3,69,53,Peanut,,,,,,,,,,,,,,,
288,48,59,6,26,72.7,56,57,Peanut,,,,,,,,,,,,,,,
148,54,76,6,34,67.5,61,53,Peanut,,,,,,,,,,,,,,,
148,45,41,6.4,30,65.6,50,69,Peanut,,,,,,,,,,,,,,,
233,38,28,6.3,25,68.4,75,52,Peanut,,,,,,,,,,,,,,,
288,31,30,6.4,33,71.4,58,56,Peanut,,,,,,,,,,,,,,,
150,30,35,6.1,34,73.1,68,56,Peanut,,,,,,,,,,,,,,,
147,48,41,6,33,73,58,56,Peanut,,,,,,,,,,,,,,,
215,34,35,6.1,28,74,67,66,Peanut,,,,,,,,,,,,,,,
255,23,29,6.2,34,67.9,71,53,Peanut,,,,,,,,,,,,,,,
148,16,26,6.1,32,66,74,65,Peanut,,,,,,,,,,,,,,,
140,102,71,6.3,26,67.1,56,65,Peanut,,,,,,,,,,,,,,,
210,100,75,6.3,32,67.5,57,63,Peanut,,,,,,,,,,,,,,,
250,98,79,6.4,34,73.7,67,61,Peanut,,,,,,,,,,,,,,,
149,102,86,6.2,34,70.8,67,60,Peanut,,,,,,,,,,,,,,,
140,102,71,6.2,32,68.4,73,66,Peanut,,,,,,,,,,,,,,,
210,100,75,6.2,28,71.2,52,53,Peanut,,,,,,,,,,,,,,,
250,98,79,6.2,25,73,50,66,Peanut,,,,,,,,,,,,,,,
169,102,86,6.3,26,74.7,66,53,Peanut,,,,,,,,,,,,,,,
140,105,73,6,26,71.6,61,70,Peanut,,,,,,,,,,,,,,,
210,107,78,6.3,27,73.9,72,68,Peanut,,,,,,,,,,,,,,,
250,102,81,6.4,27,74.6,55,59,Peanut,,,,,,,,,,,,,,,
173,105,89,6.3,32,72.9,51,61,Peanut,,,,,,,,,,,,,,,
140,102,71,6.3,29,65.8,58,54,Peanut,,,,,,,,,,,,,,,
210,100,75,6.3,29,73,58,66,Peanut,,,,,,,,,,,,,,,
250,98,79,6.1,25,68,74,57,Peanut,,,,,,,,,,,,,,,
162,102,86,6.3,26,72.9,67,70,Peanut,,,,,,,,,,,,,,,
140,105,73,6.3,28,65.3,72,57,Peanut,,,,,,,,,,,,,,,
210,107,78,6.3,25,65.6,66,60,Peanut,,,,,,,,,,,,,,,
250,102,81,6.2,33,69.8,57,54,Peanut,,,,,,,,,,,,,,,
159,105,89,6.1,32,69,53,65,Peanut,,,,,,,,,,,,,,,
140,102,71,6.4,25,71.8,53,59,Peanut,,,,,,,,,,,,,,,
210,100,75,6.2,32,73.6,74,54,Peanut,,,,,,,,,,,,,,,
250,98,79,6.2,31,65.7,62,53,Peanut,,,,,,,,,,,,,,,
154,102,86,6.3,30,74.8,55,51,Peanut,,,,,,,,,,,,,,,
140,106,73,6.2,30,67,65,54,Peanut,,,,,,,,,,,,,,,
210,107,78,6.3,27,73.4,61,53,Peanut,,,,,,,,,,,,,,,
250,102,81,6.3,27,65.4,69,68,Peanut,,,,,,,,,,,,,,,
167,105,89,6.3,28,70,60,57,Peanut,,,,,,,,,,,,,,,
140,103,72,6.2,32,71.3,55,53,Peanut,,,,,,,,,,,,,,,
210,98,74,6.4,28,73.7,57,54,Peanut,,,,,,,,,,,,,,,
250,97,80,6.3,29,66,53,57,Peanut,,,,,,,,,,,,,,,
171,103,85,6,35,74.7,74,56,Peanut,,,,,,,,,,,,,,,
140,104,74,6.2,29,71.1,69,54,Peanut,,,,,,,,,,,,,,,
210,106,79,6.2,30,65.5,75,53,Peanut,,,,,,,,,,,,,,,
250,103,80,6.2,31,66.7,58,68,Peanut,,,,,,,,,,,,,,,
161,104,88,6.3,32,72.3,51,62,Peanut,,,,,,,,,,,,,,,
140,103,72,6.1,29,72.1,72,68,Peanut,,,,,,,,,,,,,,,
210,101,76,6.2,26,70.3,62,55,Peanut,,,,,,,,,,,,,,,
250,97,78,6,27,65,69,59,Peanut,,,,,,,,,,,,,,,
176,101,87,6.3,35,71.6,54,50,Peanut,,,,,,,,,,,,,,,
140,107,75,6.1,32,72.8,58,54,Peanut,,,,,,,,,,,,,,,
210,108,77,6.4,29,65.7,63,67,Peanut,,,,,,,,,,,,,,,
250,101,80,6,29,67.7,66,58,Peanut,,,,,,,,,,,,,,,
158,106,88,6.1,29,68.4,75,56,Peanut,,,,,,,,,,,,,,,
140,104,72,6.2,32,66.6,52,58,Peanut,,,,,,,,,,,,,,,
210,102,75,6.4,31,71.6,73,57,Peanut,,,,,,,,,,,,,,,
250,99,79,6.3,28,70.8,75,69,Peanut,,,,,,,,,,,,,,,
159,101,86,6.2,25,69.1,73,53,Peanut,,,,,,,,,,,,,,,
140,106,74,6.1,33,68.3,51,59,Peanut,,,,,,,,,,,,,,,
210,105,79,6,32,72.7,60,65,Peanut,,,,,,,,,,,,,,,
250,104,82,6,27,67.5,74,58,Peanut,,,,,,,,,,,,,,,
146,106,87,6.4,28,65.6,68,59,Peanut,,,,,,,,,,,,,,,
140,108,73,6.3,29,68.4,60,67,Peanut,,,,,,,,,,,,,,,
210,109,78,6.4,31,71.4,52,59,Peanut,,,,,,,,,,,,,,,
250,105,81,6.1,27,73.1,65,70,Peanut,,,,,,,,,,,,,,,
174,107,88,6,25,73,62,55,Peanut,,,,,,,,,,,,,,,
142,109,74,6.1,29,74,61,68,Peanut,,,,,,,,,,,,,,,
211,110,80,6.2,32,67.9,70,64,Peanut,,,,,,,,,,,,,,,
252,106,83,6.1,30,66,52,58,Peanut,,,,,,,,,,,,,,,
153,108,90,6.3,33,67.1,67,63,Peanut,,,,,,,,,,,,,,,
141,106,71,6.3,27,67.5,50,62,Peanut,,,,,,,,,,,,,,,
209,103,75,6.4,35,73.7,71,64,Peanut,,,,,,,,,,,,,,,
249,100,79,6.2,31,70.8,51,53,Peanut,,,,,,,,,,,,,,,
164,105,86,6.2,30,68.4,64,51,Peanut,,,,,,,,,,,,,,,
143,104,72,6.2,27,70,62,50,Peanut,,,,,,,,,,,,,,,
212,102,77,6.1,35,69.6,52,64,Peanut,,,,,,,,,,,,,,,
254,99,80,6.3,33,72.9,72,55,Peanut,,,,,,,,,,,,,,,
171,102,87,6.3,35,66.6,70,63,Peanut,,,,,,,,,,,,,,,
144,108,75,6,25,71.7,72,58,Peanut,,,,,,,,,,,,,,,
213,105,78,6.3,28,72.7,50,54,Peanut,,,,,,,,,,,,,,,
256,104,82,6.3,28,74.5,54,68,Peanut,,,,,,,,,,,,,,,
148,107,89,6,35,71.3,71,68,Peanut,,,,,,,,,,,,,,,
141,102,71,6.2,28,72.9,60,59,Peanut,,,,,,,,,,,,,,,
209,100,74,6.2,26,71.2,73,70,Peanut,,,,,,,,,,,,,,,
250,98,79,6.3,25,72.4,59,69,Peanut,,,,,,,,,,,,,,,
175,103,86,6.2,31,73.6,61,65,Peanut,,,,,,,,,,,,,,,
145,103,72,6.2,34,74.9,62,64,Peanut,,,,,,,,,,,,,,,
214,105,78,6.2,34,70.6,71,57,Peanut,,,,,,,,,,,,,,,
255,102,80,6.2,35,70.2,51,60,Peanut,,,,,,,,,,,,,,,
158,104,87,6.2,32,71.2,68,56,Peanut,,,,,,,,,,,,,,,
140,102,71,6.1,31,73.1,64,57,Peanut,,,,,,,,,,,,,,,
210,100,75,6.3,25,66.3,64,54,Peanut,,,,,,,,,,,,,,,
250,98,79,6.1,34,66.8,51,68,Peanut,,,,,,,,,,,,,,,
165,102,86,6.1,27,68.3,56,67,Peanut,,,,,,,,,,,,,,,
143,107,73,6.1,35,69,66,69,Peanut,,,,,,,,,,,,,,,
211,105,79,6.2,25,66.6,55,59,Peanut,,,,,,,,,,,,,,,
254,102,82,6.4,34,71.6,63,62,Peanut,,,,,,,,,,,,,,,
152,108,89,6.3,31,70.8,62,66,Peanut,,,,,,,,,,,,,,,
142,104,72,6.2,35,69.1,56,53,Peanut,,,,,,,,,,,,,,,
212,102,75,6.1,33,68.3,60,65,Peanut,,,,,,,,,,,,,,,
252,99,79,6,33,72.7,50,67,Peanut,,,,,,,,,,,,,,,
156,105,87,6,35,67.5,54,70,Peanut,,,,,,,,,,,,,,,
140,102,71,6.4,35,65.6,63,67,Peanut,,,,,,,,,,,,,,,
210,100,75,6.3,30,68.4,52,60,Peanut,,,,,,,,,,,,,,,
250,98,79,6.4,34,71.4,59,51,Peanut,,,,,,,,,,,,,,,
164,102,86,6.1,32,73.1,65,59,Peanut,,,,,,,,,,,,,,,
140,105,73,6,28,73,64,63,Peanut,,,,,,,,,,,,,,,
210,107,78,6.1,32,74,69,61,Peanut,,,,,,,,,,,,,,,
250,102,81,6.2,31,67.9,52,55,Peanut,,,,,,,,,,,,,,,
148,105,89,6.1,28,66,51,69,Peanut,,,,,,,,,,,,,,,
140,102,71,6.3,32,67.1,66,64,Peanut,,,,,,,,,,,,,,,
210,100,75,6.3,32,67.5,71,64,Peanut,,,,,,,,,,,,,,,
250,98,79,6.4,30,73.7,63,50,Peanut,,,,,,,,,,,,,,,
156,102,86,6.2,35,70.8,52,58,Peanut,,,,,,,,,,,,,,,
140,105,73,6.2,34,68.4,59,68,Peanut,,,,,,,,,,,,,,,
210,107,78,6.2,31,71.2,68,60,Peanut,,,,,,,,,,,,,,,
250,102,81,6.2,26,73,54,64,Peanut,,,,,,,,,,,,,,,
159,105,89,6.3,27,74.7,57,68,Peanut,,,,,,,,,,,,,,,
140,102,71,6,25,71.6,70,61,Peanut,,,,,,,,,,,,,,,
210,100,75,6.3,32,73.9,57,50,Peanut,,,,,,,,,,,,,,,
250,98,79,6.4,30,74.6,58,61,Peanut,,,,,,,,,,,,,,,
155,102,86,6.3,33,72.9,61,67,Peanut,,,,,,,,,,,,,,,
140,106,73,6.3,28,65.8,56,67,Peanut,,,,,,,,,,,,,,,
210,107,78,6.3,28,73,66,51,Peanut,,,,,,,,,,,,,,,
170,55,51,3.5,32,81,73,183,Pineapple,,,,,,,,,,,,,,,
156,68,106,3.7,35,79.6,73,167,Pineapple,,,,,,,,,,,,,,,
249,81,160,3.6,22,85.8,71,127,Pineapple,,,,,,,,,,,,,,,
201,100,217,3.4,34,83.5,76,126,Pineapple,,,,,,,,,,,,,,,
178,56,59,3.6,32,82.8,78,166,Pineapple,,,,,,,,,,,,,,,
176,72,128,3.7,26,84.5,76,188,Pineapple,,,,,,,,,,,,,,,
286,88,197,3.6,27,78.9,78,140,Pineapple,,,,,,,,,,,,,,,
199,111,269,3.4,32,84.8,73,178,Pineapple,,,,,,,,,,,,,,,
170,53,51,3.5,24,81.6,77,164,Pineapple,,,,,,,,,,,,,,,
175,64,106,3.4,29,79.1,78,123,Pineapple,,,,,,,,,,,,,,,
246.2,74,160,3.5,31,84.5,75,139,Pineapple,,,,,,,,,,,,,,,
225,90,217,3.4,24,85.1,70,145,Pineapple,,,,,,,,,,,,,,,
181,67,85,3.3,30,76.8,80,162,Pineapple,,,,,,,,,,,,,,,
165,87,147,3.5,26,77,76,146,Pineapple,,,,,,,,,,,,,,,
292,95,208,3.7,30,83.2,76,194,Pineapple,,,,,,,,,,,,,,,
272,110.5,270,3.4,34,85.9,72,166,Pineapple,,,,,,,,,,,,,,,
282,218,309,3.3,22,83.2,76,190,Pineapple,,,,,,,,,,,,,,,
156,180,255,3.4,31,82.3,75,143,Pineapple,,,,,,,,,,,,,,,
290,142,181,3.6,26,82,70,129,Pineapple,,,,,,,,,,,,,,,
200,168,249,3.6,20,85.5,73,162,Pineapple,,,,,,,,,,,,,,,
360,130,175,3.3,28,85.4,73,180,Pineapple,,,,,,,,,,,,,,,
174,92,101,3.3,21,79.8,70,151,Pineapple,,,,,,,,,,,,,,,
178,46,59,3.4,20,81.8,72,170,Pineapple,,,,,,,,,,,,,,,
323,72,128,3.5,23,81.5,77,189,Pineapple,,,,,,,,,,,,,,,
222,86,197,3.4,23,77.3,76,121,Pineapple,,,,,,,,,,,,,,,
146,110,269,3.3,21,82.8,76,127,Pineapple,,,,,,,,,,,,,,,
340,92,221,3.7,21,76.9,75,162,Pineapple,,,,,,,,,,,,,,,
262.1,90,235,3.4,25,83.4,73,161,Pineapple,,,,,,,,,,,,,,,
191.6,88,259,3.6,20,81.1,73,156,Pineapple,,,,,,,,,,,,,,,
150,92,306,3.5,31,81.8,71,197,Pineapple,,,,,,,,,,,,,,,
350,97,231,3.3,20,79.9,76,172,Pineapple,,,,,,,,,,,,,,,
296,95,243,3.6,31,85.9,75,182,Pineapple,,,,,,,,,,,,,,,
238,86,263,3.6,31,84.6,73,128,Pineapple,,,,,,,,,,,,,,,
148,94,311,3.3,35,80.6,79,162,Pineapple,,,,,,,,,,,,,,,
340,92,221,3.3,28,85.9,72,145,Pineapple,,,,,,,,,,,,,,,
226,90,235,3.4,21,82.6,75,177,Pineapple,,,,,,,,,,,,,,,
286,88,259,3.5,27,83.4,70,172,Pineapple,,,,,,,,,,,,,,,
148,92,306,3.4,27,80.3,70,149,Pineapple,,,,,,,,,,,,,,,
340,92,221,3.4,22,85.8,77,120,Pineapple,,,,,,,,,,,,,,,
234,90,235,3.4,25,77.3,73,197,Pineapple,,,,,,,,,,,,,,,
186,88,259,3.5,23,81,73,149,Pineapple,,,,,,,,,,,,,,,
150,92,306,3.6,27,84,73,141,Pineapple,,,,,,,,,,,,,,,
350,97,231,3.4,31,78,76,142,Pineapple,,,,,,,,,,,,,,,
247,95,243,3.3,30,85,79,186,Pineapple,,,,,,,,,,,,,,,
204.4,86,263,3.4,26,83.5,78,128,Pineapple,,,,,,,,,,,,,,,
164,94,311,3.4,22,82.9,73,169,Pineapple,,,,,,,,,,,,,,,
340,92,221,3.5,30,81.4,74,134,Pineapple,,,,,,,,,,,,,,,
270,90,235,3.7,30,83.1,77,163,Pineapple,,,,,,,,,,,,,,,
226.9,88,259,3.6,24,78.5,74,152,Pineapple,,,,,,,,,,,,,,,
148,92,306,3.6,35,82.8,78,131,Pineapple,,,,,,,,,,,,,,,
350,97,231,3.5,22,81,80,151,Pineapple,,,,,,,,,,,,,,,
265,95,243,3.7,26,79.6,70,140,Pineapple,,,,,,,,,,,,,,,
193,86,263,3.6,27,85.8,80,148,Pineapple,,,,,,,,,,,,,,,
146,94,311,3.4,27,83.5,79,124,Pineapple,,,,,,,,,,,,,,,
340,92,221,3.6,28,82.8,73,152,Pineapple,,,,,,,,,,,,,,,
215,90,235,3.7,28,84.5,79,196,Pineapple,,,,,,,,,,,,,,,
218.3,88,259,3.6,33,78.9,70,165,Pineapple,,,,,,,,,,,,,,,
169,92,306,3.4,35,84.8,70,155,Pineapple,,,,,,,,,,,,,,,
350,97,231,3.5,21,81.6,73,160,Pineapple,,,,,,,,,,,,,,,
214,95,243,3.4,28,79.1,73,138,Pineapple,,,,,,,,,,,,,,,
246,86,263,3.5,31,84.5,79,156,Pineapple,,,,,,,,,,,,,,,
175,94,311,3.4,26,85.1,77,197,Pineapple,,,,,,,,,,,,,,,
340,92,221,3.3,35,76.8,75,169,Pineapple,,,,,,,,,,,,,,,
244,90,235,3.5,20,77,80,125,Pineapple,,,,,,,,,,,,,,,
247,88,259,3.7,29,83.2,74,133,Pineapple,,,,,,,,,,,,,,,
147,92,306,3.4,34,85.9,71,180,Pineapple,,,,,,,,,,,,,,,
350,97,231,3.3,21,83.2,73,197,Pineapple,,,,,,,,,,,,,,,
259,95,243,3.4,35,82.3,74,171,Pineapple,,,,,,,,,,,,,,,
186,86,263,3.6,35,82,78,182,Pineapple,,,,,,,,,,,,,,,
175,94,311,3.6,29,85.5,78,138,Pineapple,,,,,,,,,,,,,,,
340,92,221,3.3,32,85.4,73,189,Pineapple,,,,,,,,,,,,,,,
171,90,235,3.3,33,79.8,71,158,Pineapple,,,,,,,,,,,,,,,
272,88,259,3.4,32,81.8,71,140,Pineapple,,,,,,,,,,,,,,,
153,92,306,3.5,33,81.5,77,159,Pineapple,,,,,,,,,,,,,,,
175,57,52,3.4,30,77.3,75,168,Pineapple,,,,,,,,,,,,,,,
310,69,108,3.3,20,82.8,70,135,Pineapple,,,,,,,,,,,,,,,
213,82,161,3.7,29,76.9,70,139,Pineapple,,,,,,,,,,,,,,,
167,101,218,3.4,26,83.4,71,127,Pineapple,,,,,,,,,,,,,,,
180,55,58,3.6,24,81.1,75,150,Pineapple,,,,,,,,,,,,,,,
328,71,130,3.5,25,81.8,77,185,Pineapple,,,,,,,,,,,,,,,
234,89,198,3.3,31,79.9,80,193,Pineapple,,,,,,,,,,,,,,,
161,110,270,3.6,30,85.9,76,161,Pineapple,,,,,,,,,,,,,,,
173,52,50,3.6,21,84.6,74,126,Pineapple,,,,,,,,,,,,,,,
300,63,105,3.3,31,80.6,76,147,Pineapple,,,,,,,,,,,,,,,
399,73,159,3.3,26,85.9,75,170,Pineapple,,,,,,,,,,,,,,,
174,89,216,3.4,27,82.6,80,175,Pineapple,,,,,,,,,,,,,,,
182,66,84,3.5,29,83.4,73,199,Pineapple,,,,,,,,,,,,,,,
327,86,146,3.4,21,80.3,73,158,Pineapple,,,,,,,,,,,,,,,
282,96,210,3.4,22,85.8,75,162,Pineapple,,,,,,,,,,,,,,,
150,109.5,268,3.4,26,77.3,74,133,Pineapple,,,,,,,,,,,,,,,
206,217,308,3.5,24,81,78,176,Pineapple,,,,,,,,,,,,,,,
279.6,179,254,3.6,20,84,80,193,Pineapple,,,,,,,,,,,,,,,
288,141,180,3.4,35,78,74,192,Pineapple,,,,,,,,,,,,,,,
169,167,250,3.3,21,85,71,172,Pineapple,,,,,,,,,,,,,,,
363,131,174,3.4,25,83.5,78,146,Pineapple,,,,,,,,,,,,,,,
242,91,100,3.4,25,82.9,73,150,Pineapple,,,,,,,,,,,,,,,
175,47,60,3.5,20,81.4,79,169,Pineapple,,,,,,,,,,,,,,,
164,71,127,3.7,28,83.1,78,193,Pineapple,,,,,,,,,,,,,,,
239,85,196,3.6,21,78.5,77,196,Pineapple,,,,,,,,,,,,,,,
277,109,268,3.6,33,82.8,80,181,Pineapple,,,,,,,,,,,,,,,
343,91,220,3.5,21,81,74,186,Pineapple,,,,,,,,,,,,,,,
163,89,234,3.7,27,79.6,76,150,Pineapple,,,,,,,,,,,,,,,
186,87,258,3.6,31,85.8,80,134,Pineapple,,,,,,,,,,,,,,,
269.9,91,305,3.4,32,83.5,70,132,Pineapple,,,,,,,,,,,,,,,
352,96,230,3.6,24,82.8,71,175,Pineapple,,,,,,,,,,,,,,,
167,96,244,3.7,29,84.5,80,144,Pineapple,,,,,,,,,,,,,,,
252.3,87,262,3.6,29,78.9,75,155,Pineapple,,,,,,,,,,,,,,,
180.3,93,310,3.4,21,84.8,74,160,Pineapple,,,,,,,,,,,,,,,
345,91,222,3.5,30,81.6,71,128,Pineapple,,,,,,,,,,,,,,,
176,91,236,3.4,20,79.1,70,160,Pineapple,,,,,,,,,,,,,,,
197,89,257,3.5,26,84.5,78,186,Pineapple,,,,,,,,,,,,,,,
170,91,307,3.4,29,85.1,70,138,Pineapple,,,,,,,,,,,,,,,
347,98,231,3.3,22,76.8,80,173,Pineapple,,,,,,,,,,,,,,,
148,94,244,3.5,31,77,71,191,Pineapple,,,,,,,,,,,,,,,
288.7,86,265,3.7,29,83.2,74,142,Pineapple,,,,,,,,,,,,,,,
211.5,93,312,3.4,34,85.9,74,148,Pineapple,,,,,,,,,,,,,,,
348,90,223,3.3,25,83.2,78,197,Pineapple,,,,,,,,,,,,,,,
168,92,236,3.4,33,82.3,71,163,Pineapple,,,,,,,,,,,,,,,
190,89,257,3.6,33,82,70,137,Pineapple,,,,,,,,,,,,,,,
254,92,306,3.6,30,85.5,78,184,Pineapple,,,,,,,,,,,,,,,
345,98,231,3.3,33,85.4,72,180,Pineapple,,,,,,,,,,,,,,,
151,94,243,3.3,34,79.8,72,162,Pineapple,,,,,,,,,,,,,,,
274,88,263,3.4,27,81.8,77,169,Pineapple,,,,,,,,,,,,,,,
191,94,311,3.5,20,81.5,73,174,Pineapple,,,,,,,,,,,,,,,
206,167,250,3.4,21,77.3,79,182,Pineapple,,,,,,,,,,,,,,,
166,131,174,3.3,26,82.8,75,120,Pineapple,,,,,,,,,,,,,,,
242,91,100,3.7,24,76.9,79,157,Pineapple,,,,,,,,,,,,,,,
175,47,60,3.4,23,83.4,75,141,Pineapple,,,,,,,,,,,,,,,
325,71,127,3.6,23,81.1,71,163,Pineapple,,,,,,,,,,,,,,,
156,85,196,3.5,24,81.8,76,192,Pineapple,,,,,,,,,,,,,,,
289.9,109,268,3.3,25,79.9,74,122,Pineapple,,,,,,,,,,,,,,,
343,91,220,3.6,33,85.9,76,160,Pineapple,,,,,,,,,,,,,,,
177,89,234,3.6,27,84.6,77,145,Pineapple,,,,,,,,,,,,,,,
173,87,258,3.3,21,80.6,76,152,Pineapple,,,,,,,,,,,,,,,
261,91,305,3.3,24,85.9,73,181,Pineapple,,,,,,,,,,,,,,,
352,96,230,3.4,32,82.6,73,200,Pineapple,,,,,,,,,,,,,,,
279,96,244,3.5,27,83.4,75,125,Pineapple,,,,,,,,,,,,,,,
155,87,262,3.4,20,80.3,76,148,Pineapple,,,,,,,,,,,,,,,
215,93,310,3.4,21,85.8,70,149,Pineapple,,,,,,,,,,,,,,,
345,91,222,3.4,23,77.3,72,156,Pineapple,,,,,,,,,,,,,,,
235,91,236,3.5,23,81,74,174,Pineapple,,,,,,,,,,,,,,,
167,89,257,3.6,25,84,79,185,Pineapple,,,,,,,,,,,,,,,
230,91,307,3.4,33,78,77,193,Pineapple,,,,,,,,,,,,,,,
347,98,231,3.3,34,85,75,140,Pineapple,,,,,,,,,,,,,,,
293,94,244,3.4,28,83.5,73,196,Pineapple,,,,,,,,,,,,,,,
176,86,265,3.4,34,82.9,70,157,Pineapple,,,,,,,,,,,,,,,
231.9,93,312,3.5,26,81.4,79,170,Pineapple,,,,,,,,,,,,,,,
348,90,223,3.7,31,83.1,70,169,Pineapple,,,,,,,,,,,,,,,
270,92,236,3.6,22,78.5,76,185,Pineapple,,,,,,,,,,,,,,,
148,89,257,3.6,29,82.8,73,198,Pineapple,,,,,,,,,,,,,,,
150,46,28,6.1,34,60,72,53,Pointed Gourd,,,,,,,,,,,,,,,
241,43,37,6,34,56.3,66,102,Pointed Gourd,,,,,,,,,,,,,,,
301,39,45,6,29,60.4,71,95,Pointed Gourd,,,,,,,,,,,,,,,
